"Year","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25"
2000,89.0111258726918,-1,201.298826266743,278.207192828319,319.664358567985,509.295604761665,481.555449427714,555.781460310087,638.501706247938,796.173817748359,970.183894027933,798.47504969591,937.372998902466,805.917136910101,1634.92831904043,1360.90682953589,-1,805.917136910101,805.917136910101,-1,-1,-1,-1,-1,-1
2001,88.2045851528384,153.18127888848,-1,221.766842803188,324.487799310487,-1,450.49142399369,-1,604.665349610341,820.174184693781,-1,1073.27768276057,-1,1297.30009482061,1613.15498586715,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2002,186.608203939838,324.653847084506,-1,-1,-1,449.414981220197,-1,-1,-1,609.877627029751,-1,-1,807.428235568029,-1,-1,-1,1057.35982811068,-1,-1,1325.94695573816,-1,-1,-1,1670.08925446776,-1
2003,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2004,143.455851565071,-1,294.387705188859,323.176482526068,419.785699737684,481.912925217805,565.302707958999,553.11561759667,612.677159261675,612.677159261675,843.41109393176,-1,819.711044852538,-1,819.711044852538,612.677159261675,1306.01205360191,978.365822950766,-1,1630.51580910905,-1,-1,-1,-1,-1
2005,33.7500000000001,226.231830837432,271.810560914091,326.119048408347,404.094320609169,445.897532848435,500.343213860556,586.227550887446,564.790914149767,666.260639618392,655.270164123048,721.528508000011,865.434162755602,611.134351422135,870.880766026949,884.812353609176,1303.7686505389,1030.75195222255,1129.15588992184,1065.57728617361,1092.02660659419,1332.92075299331,1332.92075299331,-1,-1
2006,-1,-1,272.44479368234,394.53768706257,461.464548978455,499.477189173037,571.056380181736,633.655467445342,617.766402923464,734.759093516771,695.805463893388,1026.20888556611,730.825985321042,937.177443932347,804.115209019929,-1,-1,-1,-1,-1,1076.76219844329,-1,-1,-1,-1
2007,112.169892317861,171.675341965571,246.886011066092,321.046060316279,401.486552274301,470.501826095131,484.17817760627,541.552820391594,595.336586387622,634.294361050352,685.185625032399,747.966032953962,860.055146463565,940.387153367693,994.51300994443,1003.86262405501,1147.21729307711,994.018954342244,1113.60730013563,1147.21729307711,1078.7241333338,1078.7241333338,1192.23799739512,-1,1044.71980247321
2008,-1,209.705854461976,251.033799497029,332.918790943639,393.568930635502,479.120110262497,502.143919891502,581.815932080483,635.813292241625,663.676515306356,750.457096725437,766.389989725555,759.581652948574,679.866190993726,1003.22017369855,911.647456795502,1092.34675290176,972.691819253637,955.123254927824,1060.64992954527,1337.92878029831,-1,-1,1127.56126667606,-1
2009,21.9700000000001,-1,228.000032566165,319.857363698133,431.247777532432,487.747903425232,555.300750679981,599.086622652362,668.453791220505,760.003724044081,686.61924313906,797.969566236144,796.977392215788,870.217123149526,987.50049470818,808.470351390464,-1,946.730868472364,-1,1223.08977810546,1044.02842873432,-1,-1,-1,-1
2010,112.431588016658,172.656022151625,201.831961975705,312.743086055879,418.814322944363,465.646227308929,514.295264153024,568.877098603302,610.254698891429,698.172318583018,717.433926224285,706.272741329293,722.230075909247,948.464120991354,821.811800753507,901.180577390951,-1,897.942442123644,1295.93696015594,-1,-1,901.180577390951,-1,1295.93696015594,-1
2011,-1,-1,-1,231.768065217393,435.748286086395,467.404412244356,593.968526121013,617.12401131034,638.293814098186,676.614210912138,770.376766281184,731.576904635027,884.374133234953,895.23658588631,977.239266701384,1076.51791725753,1064.23660757983,911.540068009311,-1,-1,1305.00783973912,-1,1663.75000000001,-1,-1
2012,80.0000000000001,117.759766439709,262.044909121178,340.675834887556,429.862018395831,495.342845163138,570.034205829319,630.763823255391,651.962498277882,721.456000872005,763.805559903617,690.073568350641,917.811502859858,790.927826695242,825.242221934524,1054.48732335805,1095.89442278281,973.687829845731,1045.70831176643,1045.70831176643,1324.17158631532,-1,1045.70831176643,-1,-1
2013,88.4220741382243,128.058992201966,218.926788356606,366.444192511642,417.805360083639,472.275492625292,531.219551349287,612.197080846245,683.559294180834,654.702901330824,704.318893315477,794.281450582434,804.171976097611,849.681942955176,906.82422441264,980.447023988347,720.335789338451,992.492478116648,1081.07273045239,1177.1342226602,-1,808.224579468748,-1,-1,-1
2014,-1,-1,286.349872430203,395.637590191344,429.456483345685,494.840857346228,558.714591788253,601.481913912194,672.57128211383,709.691405335564,755.133737702678,833.947783486513,830.60900837456,844.22716299858,970.631176120224,984.314573148153,1032.23441430659,1091.64488347187,1032.23441430659,-1,-1,1032.23441430659,-1,-1,-1
2015,153.024359975328,213.77460105516,256.977994476616,306.411054569102,380.948767417839,436.051916774,561.27637018489,557.982858710775,611.915028758237,673.550419184753,723.353225512617,819.789543120445,800.202124298959,864.541159531415,849.162789747649,851.003132033376,973.303986195549,1034.84602739644,1044.42074059159,1044.42074059159,1044.42074059159,953.160909488828,1044.42074059159,1287.33373450407,-1
2016,51.2336842105262,125.691509433962,207.181026274376,301.761330912198,356.39479666196,450.208188073206,522.32740322095,653.07533554648,628.777981912775,740.789313268837,817.226269644663,786.246481469828,854.506904466559,940.63652291573,993.819620998091,1111.96835207245,915.378568637831,966.984676518595,1307.99061667474,1111.96835207245,1307.99061667474,-1,-1,-1,-1
2017,59.8983809540464,180.408394200986,254.211407489468,312.213729850441,384.444262966718,435.267190878162,512.888944905147,585.212538891259,597.733550038557,674.472782386339,780.677725057272,824.110952748778,798.424711029869,844.190681591336,837.47254620917,1142.9501013293,852.69292698387,914.003974570944,1040.00834993141,1240.96261051683,1048.55520877029,1048.55520877029,-1,-1,-1
2018,138.989599488463,180.383859077284,208.056568564741,360.56755562871,435.763330544634,468.757766406699,531.146269284704,563.994867062171,659.666755374571,650.865042064731,770.749182418203,972.476816902188,830.311695569818,961.119178359898,1100.24063068924,868.924166147655,1163.80735467382,1043.08370407578,934.369596687801,-1,-1,-1,-1,-1,-1
