"Year","1","2","3","4","5","6","7","8","9","10","11","12","13","14"
1982,0.309370365725338,3.95233989592385,2.12168328368235,4.28836549159915,12.7875024287446,14.6256796256414,1.94243712028155,0.719991089957115,0.310069285415863,0.149151404588919,0.00726125357717165,0.00589028540363741,0,9.08255748917749e-05
1983,0.931915361118686,4.59605931737175,9.73875974077191,3.12719852419507,6.43804598064679,7.79665619286646,7.36290670755932,0.469605365506714,0.165339016641736,0.103561649097654,0.0173546012844346,0,0,0
1984,2.55963802649545,2.69570395899359,7.78544766175408,8.54509884046259,1.62731474704409,3.96861646217589,2.17043679085222,3.02433513825524,0.124471379674043,0.036482871979821,0.0368293048974955,0.00718904841015369,0,0
1985,0.0101306813232934,2.66814484574626,1.68615169102269,5.83132994625317,8.75461309425481,0.911247530393719,1.34546407114459,1.21485924905954,1.07060869183383,0.201486340901037,0.00166047276653762,0.000827420982536673,0,0
1986,0.0289658772625661,6.15082496694577,10.7129571950701,5.19768283717319,4.09095344085122,5.71324609984447,0.3802858276103,0.423306660545963,0.200600216894047,0.159577800265698,0.030436454262321,0.010134229350922,0.000168916447130871,0
1987,0.0357736143334778,2.93174029592207,9.04181436407604,7.73099468648976,3.1837272204954,1.83995300802795,0.793224461739914,0.0973620440756399,0.0552998014452163,0.078278888507909,0.0176945553801739,0.000331152258805638,0,7.37632329644799e-05
1988,0.000328994832146229,0.375355743130174,10.627435777288,14.17170950929,6.30904243304586,1.27446862897574,0.93234945294503,0.595396622353808,0.0700084557096805,0.0948313731936045,0.0907939891587913,0.0439791756481805,0,0.00668021966166531
1989,0,1.26048920290761,3.54763850569888,26.6818470051538,8.23981006657709,2.51539545071304,0.570387205949264,0.554133860497162,0.14115955386951,0.0483597262683372,0.0489245442675308,0.0240660690477877,0.0142905942568402,0.019016648371212
1990,0.859542901815785,1.2053921327758,2.47430478499867,8.70634085141308,24.2410144442447,6.01040964586874,0.817806691062008,0.169566247658534,0.0511058969486801,0.0277277876087413,0,0.00374062374531357,0.00476966531541479,0.00471705914610091
1991,1.07980915425212,7.94201161819525,2.30579551714619,5.57223632649014,7.57822281841763,13.4309119880335,2.50856549803181,0.359267982563421,0.0175942373555402,0.0139263139496227,0,0,0.00864700309623491,0
1992,0.429467301334441,9.51706169681437,9.43805819683103,5.06834379824685,4.82494227279763,3.82032483730418,5.20414442556193,0.907157587964524,0.0768846053390732,0.0158665398276343,0.00945573964672466,0.00147350473650678,0,0
1993,0.356412247094102,0.743819184053442,12.5024932516403,12.7129771328956,3.08006846437518,1.63255333530166,1.2413565927025,1.95317326689085,0.290036366875924,0.015519930936824,0.00260123037123101,0.00260123037123101,0.0200767429323745,0
1994,0.715211888633857,3.04513320285999,3.75824572128252,28.8982468966803,11.0012328396507,1.51684029586204,0.74477222851311,0.394321385680055,0.759329907091805,0.106576235375876,0.0155457711203053,0.00128720987920488,0.00330886540306739,0
1995,0.595701156856921,4.6551657171118,6.93963417618451,5.93571116706192,24.0992976610346,5.979099406347,0.63215377683355,0.322488709363627,0.193477020589126,0.300185277756545,0.0521371742075004,0.0029976586468701,0.00977366839941002,0
1996,0.924902746511976,2.5549578699381,10.1902756664125,7.327967093742,4.41426498974133,13.3983315000955,2.47826930537109,0.234897403335902,0.0756934442199621,0.0585569676879576,0.0481649659885852,0.0163310419363991,2.95786141532547e-05,0
1997,0.0756594730484488,3.1377463211011,5.31035640240397,11.8022765922927,4.66836616955199,2.56628494233937,4.97671088256297,0.710125295413395,0.0690906783953611,0.0131744616926683,0.0163545418333672,0.0345587850066292,0.00141113755571399,0
1998,0.151937729611467,0.317598042765619,7.89389049913561,5.53491300378557,8.07860691012901,2.48728958279434,1.51963398510915,2.0401360911607,0.260064603234229,0.0152954067714714,0.0154718680498558,0.00346494109544913,0.00528300701918889,0.00661641139868116
1999,0.38164614995439,1.4866818702026,1.66611942617829,17.4583668467021,4.36643794966775,4.64317343148813,0.868395661026406,0.60784646189653,0.465510901765418,0.0612495900555999,0,0,0.00115188222489851,0
2000,0.0768626017538053,2.91486475146401,6.27452197342677,2.35326967669977,13.4217260930671,1.92730531494851,1.67028032767231,0.325089183607372,0.215822914385252,0.179035294022235,0.0124889358538438,0.001672992333111,0,0.00239986248463465
2001,0.0366258827902386,3.25975804197679,12.0705238033172,6.9722655400401,1.41446191291778,6.08153054308861,0.666140396412051,0.456202348318651,0.100298603255351,0.0397822120492113,0.0501343000111528,0,0,0
